name,scholar_id,dewey_id,original_names,affiliation,email_domain,interests,citedby,url_picture
Ernesto Farre,,445,,,,,,
Erni Eveline Olivia,,446,,,,,,
Erwin Krisnanda,,447,,,,,,
Ester Harijanti Kuntjara,,448,,,,,,
Ester Ong,,449,,,,,,
Esther Hanaya,,450,,,,,,
Esther Kuntjara,SHfDZzMAAAAJ,451,,"Professor Emerita of Linguistics and culture, Petra Christian University",@petra.ac.id,Intercultural communication;women studies;Chinese Indonesian studies,612,https://scholar.google.com/citations?view_op=medium_photo&user=SHfDZzMAAAAJ
Esthi Susanti,,452,,,,,,
Esti Asih Nurdiah,,453,,,,,,
Esti Durahsanti,,454,,,,,,
Etrika Surya Dewi,,455,,,,,,
Eunike Kristi Julistiono,kz8wdRgAAAAJ,456,,Petra Christian University,@petra.ac.id,architecture;sustainable architecture;architectural structure;vertical building structure,43,https://scholar.google.com/citations?view_op=medium_photo&user=kz8wdRgAAAAJ
Evangelos Paradas,,457,,,,,,
Evania Yessica,,458,,,,,,
Evelyn,,459,,,,,,
Evie Santoso,hwALICsAAAAJ,460,,"Lecture in Petra Christian University, Head of Center of Christian Leadership",@petra.ac.id,Theology;Education;Leadership,2,https://scholar.google.com/citations?view_op=medium_photo&user=hwALICsAAAAJ
F. X. Aryono Soeprapto A,,461,,,,,,
Fabiola D. Kurnia,,462,,,,,,
Fandi D. Suprianto,,463,,,,,,
Fandi Dwiputra Suprianto,_3hhgiMAAAAJ,464,,"Assistant Professor in the Mechanical Engineering Department, Petra Christian University of …",@petra.ac.id,Computational Fluid Dynamics;Fluid-Structure Interaction;Renewable Energy;High Performance Computing,251,https://scholar.google.com/citations?view_op=medium_photo&user=_3hhgiMAAAAJ
Fanny Lesmana,qzg0kdAAAAAJ,465,,Petra Christian University,@petra.ac.id,journalism;media studies;cultural studies;public speaking;photo journalism,176,https://scholar.google.com/citations?view_op=medium_photo&user=qzg0kdAAAAAJ
Fardiani,,466,,,,,,
Farius Tjioesman,,467,,,,,,
Febiyola Wijaya,,468,,,,,,
Felecia,,469,,,,,,
Felecia Felecia,DWHa6hQAAAAJ,470,,"Industrial Engineering Department, Petra Christian University",@petra.ac.id,Quality;Technopreneurship,66,https://scholar.google.com/citations?view_op=medium_photo&user=DWHa6hQAAAAJ
Felicia Goenawan,DDtVCLIAAAAJ,471,,Petra Christian University,@petra.ac.id,Communication Science,217,https://scholar.google.com/citations?view_op=medium_photo&user=DDtVCLIAAAAJ
Felicia Soedjianto,,472,,,,,,
Felicia Wagiri,,473,,,,,,
Felicia Waigiri S.Sn,,474,,,,,,
Felix Effendy,,475,,,,,,
Felix Pasila,tZbumnkAAAAJ,476,,"Associate Professor, Petra Christian University",@petra.ac.id,Computational Intelligence Applications,325,https://scholar.google.com/citations?view_op=medium_photo&user=tZbumnkAAAAJ
Fellysia,,477,,,,,,
Fendy Santoso,,478,,,,,,
Fenny Kurnia Dewi,,479,,,,,,
Feny Elsiana,5MZiQNoAAAAJ,480,,"Department of Architecture, Petra Christian University",@petra.ac.id,daylighting;sustainable architecture,60,https://scholar.google.com/citations?view_op=medium_photo&user=5MZiQNoAAAAJ
Ferdika Tedjakusuma,,481,,,,,,
Ferry Jaolis,,482,,,,,,
Ferry Jie,,483,,,,,,
Ferryanto,,484,,,,,,
Ferryanto S. G,,485,,,,,,
Filicia Chandra,,486,,,,,,
Filipus Prio Suprobo,,487,,,,,,
Filipus Priyo Suprobo,,488,,,,,,
Fiona,,489,,,,,,
Flora Debora,,490,,,,,,
Flora Debora Floris,fylFCeEAAAAJ,491,,"English Department, Petra Christian University",@petra.ac.id,Teacher Professional Development;Technology in Teaching;English as an International Language,614,https://scholar.google.com/citations?view_op=medium_photo&user=fylFCeEAAAAJ
Florensia Yap,,492,,,,,,
Foedijiawati,,493,,,,,,
Foedjiawati,UQpBQPkAAAAJ,494,,"Lecturer of Tourism Management, Petra Christian university",@petra.ac.id,Hospitality;Tourism;Service;Business;Organization Development,229,https://scholar.google.com/citations?view_op=medium_photo&user=UQpBQPkAAAAJ
Fonny Widya,,495,,,,,,
Fotine Zijlstra,,496,,,,,,
Francesco Magni,,497,,,,,,
Francisco Allenxeon,,498,,,,,,
Frengky Tanaya,,499,Frangky Tanaya,,,,,
Frank Henning,,500,,,,,,
Franky Boentolo,978U-DUAAAAJ,501,,Petra Christian University,@petra.ac.id,Science and Faith Integration;Book of Revelation,30,https://scholar.google.com/citations?view_op=medium_photo&user=978U-DUAAAAJ
Frans Soehartono,,502,,,,,,
Frans Soetomo,,503,,,,,,
Frans Van Heerden,,504,,,,,,
Fransisca Andreani,W4IDJvMAAAAJ,505,,"Lecturer of Hotel Management, Faculty of Economy, Petra Christian University",@petra.ac.id,Marketing and Human Resource,1601,https://scholar.google.com/citations?view_op=medium_photo&user=W4IDJvMAAAAJ
Fransisca Wijaya,,506,,,,,,
Fransiska Andreanie,,507,,,,,,
Freddy H. Istanto,,508,,,,,,
Frederik Jones Syaramual,,509,,,,,,
Fredi Suryadi,,510,,,,,,
Frenky Tanaya,,511,,,,,,
Frida Taniago,,512,,,,,,
Gan Shu San,,513,,,,,,
Gareth Currie,,514,,,,,,
Gaston Soehadi,,515,,,,,,
Gatut Priyowidodo,,516,,,,,,
"Gatut Priyowidodo, Ph.D.",e3YPvWgAAAAJ,517,,"Associate Professor of Communication Science,  Petra Christian University",@petra.ac.id,Phenomenography Approach;Communication Patterns;Netnographi Komunikasi;Organizational Communication;Gereja,276,https://scholar.google.com/citations?view_op=medium_photo&user=e3YPvWgAAAAJ
Gede A. Widyadana,LlXFxcgAAAAJ,518,,"Lecturrer, Industrial Engineering, Petra Christian University",@peter.petra.ac.id,Inventory Management;Supply Chain;Operation Research,1110,https://scholar.google.com/citations?view_op=medium_photo&user=LlXFxcgAAAAJ
Gembong Baskoro,,519,,,,,,
Georgiana Manolache,,520,,,,,,
Gesti Memarista,,521,,,,,,
Giddy Harsteen,,522,,,,,,
Gideon Hadi Kusuma,,523,,,,,,
Gidion Howe Tjahyadi,,524,,,,,,
Glen Mulyawan Soetanto,,525,,,,,,
Glen Soetanto,,526,,,,,,
Gloria P. Gerilla,,527,,,,,,
Go Siang Chen,,528,,,,,,
Goenawan Sengwanto,,529,,,,,,
Gogot Setyo Budi,,530,,,,,,
Gogot Setyobudi,0yxnO2UAAAAJ,531,,Petra Christian University,@petra.ac.id,Geotechnical Engineering,343,https://scholar.google.com/citations?view_op=medium_photo&user=0yxnO2UAAAAJ
Grace Mulyono,uB-e3l4AAAAJ,532,,"Lecturer of Interior Design Program, Petra Christian University",@petra.ac.id,Concrete Furniture;Indonesian Local Material;Modular Design,195,https://scholar.google.com/citations?view_op=medium_photo&user=uB-e3l4AAAAJ
Grace Setiati,mde_yjkAAAAJ,533,,Petra Christian University,@petra.ac.id,interior design,128,https://scholar.google.com/citations?view_op=medium_photo&user=mde_yjkAAAAJ
Grace Swestin,,534,,,,,,
Gregorius Satia Budhi,a6-Tvz8AAAAJ,535,,"Assoc. Prof in Informatics Department, Petra Christian University",@petra.ac.id,Artificial Intelligence;Machine Learning;Data and Text Mining;Sentiment Analysis,1185,https://scholar.google.com/citations?view_op=medium_photo&user=a6-Tvz8AAAAJ
Gregorius Satiabudhi,,536,,,,,,
Guana Tandjung,,537,,,,,,
Guillermina L. Verzosa,,538,,,,,,
Gunawan Budi Wijaya,,539,,,,,,
Gunawan Hupoyo,,540,,,,,,
Gunawan Setiadi,,541,,,,,,
Gunawan Tanuwidjaja,,542,,,,,,
Gunawan W,,543,,,,,,
H. Imam Syakir,,544,,,,,,
H. M. Burhan Bungin,,545,,,,,,
H. Schrage,,546,,,,,,
H. Zwart,,547,,,,,,
Hadi Prasetyo,,548,,,,,,
Hari Prayitno,,549,Hadi Prayitno,,,,,
Hadi Soetrisno,,550,,,,,,
Hadi Sutrisno,,551,,,,,,
Hadi Tamtomo,,552,,,,,,
Hambali,,553,,,,,,
Han Oosterom,,554,,,,,,
Han Van Kleef,,555,,,,,,
Handayani T,,556,,,,,,
Handinoto,,557,,,,,,
Handoko Istanto,,558,,,,,,
Handoko Sugiharto,,559,,,,,,
Handono Sasmito,,560,,,,,,
Handry Khoswanto,,561,,,,,,
Handy Wicaksono,Z9-D_dkAAAAJ,562,,Petra Christian University,@petra.ac.id,Smart Manufacturing;Artificial Intelligence;Robotics and Automation,492,https://scholar.google.com/citations?view_op=medium_photo&user=Z9-D_dkAAAAJ
Hanel,,563,,,,,,
Hanijanto Soewandi,,564,,,,,,
Hanjaya Saputra,,565,,,,,,
Hanjaya Siaputra,,566,,,,,,
Hannie Kwartanti,,567,,,,,,
Hannie Kwartanti Pramita Abadi,,568,,,,,,
Hanny Hosiana Tumbelaka,DI2qCPgAAAAJ,569,,"Professor, Electrical Engineering Dept., Petra Christian University, Indonesia",@petra.ac.id,Power Electronics;Renewable Energy;Power Quality;Electric Power,247,https://scholar.google.com/citations?view_op=medium_photo&user=DI2qCPgAAAAJ
Hans Akkerman,,570,,,,,,
Hans Hollebrandse,,571,,,,,,
Hans Juwiantho,ai27V-kAAAAJ,572,,"Universitas kristen petra, Sekolah Tinggi Teknik Surabaya",@petra.ac.id,Sentiment Analysis;Artificial Inteligent,86,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ai27V-kAAAAJ&citpid=1
Hans Juwiantho S.Kom,,573,,,,,,
Hans Lauwen,,574,,,,,,
Hans Ulrich Fuhrke,,575,,,,,,
Hany Ferdinando,,576,,,,,,
Hari Minantyo,,577,,,,,,
Hari Prajitno,,578,,,,,,
Hariyanto Gunawan,,579,,,,,,
Hariyanto Hariyanto,SQXL_z4AAAAJ,580,,Petra Christian University,@petra.ac.id,Teaching Approach;Personal Development;Critical Thinking,14,https://scholar.google.com/citations?view_op=medium_photo&user=SQXL_z4AAAAJ
Hariyo Priambudi Setyo Pratomo,,581,,,,,,
Harley Prayudha,,582,Harley Prajudha,,,,,
Harm Postma,,583,,,,,,
Harry Patmadjaja,,584,,,,,,
Harry Prayitno,,585,,,,,,
Harsa Dhani,,586,,,,,,
Hartaman Satriyo,,587,,,,,,
Hartanto Wibowo,,588,,,,,,
Hartono,,589,,,,,,
Hartono Karnadi,,590,,,,,,
Hartono Subagio,,591,,,,,,
Hartoto Indra,,592,,,,,,
Hasan Oetomo,,593,,,,,,
Hasan Santoso,,594,,,,,,
Hatane Semuel,uSA4vUUAAAAJ,595,,Petra Christian University,@petra.ac.id,Marketing;Marketing Research,3983,https://scholar.google.com/citations?view_op=medium_photo&user=uSA4vUUAAAAJ
Hazim Amir,,596,,,,,,
He,,597,,,,,,
Hedy C. Indrani,IVP5KZwAAAAJ,598,,Petra Christian University,@petra.ac.id,Interior Design,235,https://scholar.google.com/citations?view_op=medium_photo&user=IVP5KZwAAAAJ
Hedy Constancia Indrani,,599,,,,,,
Helen Chiauwati Halim,,600,,,,,,
Helena C. Kis Agustin,,601,,,,,,
Hemmy Wong,,602,,,,,,
Hen Dian Yudani,VKghoOUAAAAJ,603,,Petra Christian University,@petra.ac.id,Audio Visual,171,https://scholar.google.com/citations?view_op=medium_photo&user=VKghoOUAAAAJ
Hen-Yi Jen,,604,,,,,,
Hendrata Suhada,,605,,,,,,
Hendri Kwistianus,YDTHPu0AAAAJ,606,,Petra Christian University,@petra.ac.id,Sustainability;Data Analytics;Management Accounting;Leadership,82,https://scholar.google.com/citations?view_op=medium_photo&user=YDTHPu0AAAAJ
Hendri Sutrisno,,607,,,,,,
Hendrianto,,608,,,,,,
Hendrik Thiehunan,,609,,,,,,
Hendro Aryanto,,610,,,,,,
Hendro Aryanto S. Sn,,611,,,,,,
Hendro Aryanto S.Sn,,612,,,,,,
Hendro Tejopranoto,,613,,,,,,
Hendy Mulyono,,614,,,,,,
Henk Aarts,,615,,,,,,
Henk Bruins,,616,,,,,,
Henk J Meendering,,617,,,,,,
Henny Putri,,618,,,,,,
Henny Putri Saking Wijaya,k925b70AAAAJ,619,,Petra Christian University,@petra.ac.id,second language writing;material development,32,https://scholar.google.com/citations?view_op=medium_photo&user=k925b70AAAAJ
Henri Bruel,,620,,,,,,
Henry Novianus Palit,_OJyrKoAAAAJ,621,Henry Navianus Palit,"Department of Informatics, Petra Christian University",@petra.ac.id,Distributed Computing;Cloud Computing;Big Data Analysis,668,https://scholar.google.com/citations?view_op=medium_photo&user=_OJyrKoAAAAJ
Henry Pribadi,,622,,,,,,
Heri Cahyono,,623,,,,,,
Heri Cahyono S.Sn,,624,,,,,,
Heri Saptono Warpindyasmoro,11ge99UAAAAJ,625,,Petra Christian University,@petra.ac.id,Fisika;Energi Terbarukan;Optoelectronik,16,https://scholar.google.com/citations?view_op=medium_photo&user=11ge99UAAAAJ
Heris,,626,,,,,,
Herlianto Tenggara,,627,,,,,,
Herlin Sri Utami,,628,,,,,,
Herlina Setiyaningsih,,629,,,,,,
Herman Paassen,,630,Herman Passen,,,,,
Herman Sasongko,,631,,,,,,
Herman Usman,,632,,,,,,
Herman Yongdra S. S,,633,,,,,,
Hermawan Indro Siswoyo,,634,,,,,,
Herry Christian Palit,k4S3phcAAAAJ,635,Herri Christian Palit,Universitas Kristen Petra (Petra Christian University),@petra.ac.id,Ergonomics;Industrial Engineering;Scheduling;Production Management,428,https://scholar.google.com/citations?view_op=medium_photo&user=k4S3phcAAAAJ
Herry Pintardi Chandra,,636,,,,,,
Herry Purdyanto,,637,,,,,,
Herry Sunandar,,638,,,,,,
Heru Dwi Waluyanto,,639,,,,,,
Heru Sulistija,,640,,,,,,
Herwanti Chandiawan,,641,,,,,,
Herwindy Maria Tedjaatmadja,U9CAW70AAAAJ,642,,"English Department, Petra Christian University",@petra.ac.id,Education;Language Teaching,50,https://scholar.google.com/citations?view_op=medium_photo&user=U9CAW70AAAAJ
Hester Van Der Ent,,643,,,,,,
Hiantoro Arifin,,644,,,,,,
Hidde Bulten,,645,,,,,,
Hong-Sik Pak,,646,,,,,,
Hongsik Park,,647,,,,,,
Hotlan Siagian,9kiTNVMAAAAJ,648,,Petra Christian University,@petra.ac.id,Startegic Management;Supply Chain Management;Operation Management,2979,https://scholar.google.com/citations?view_op=medium_photo&user=9kiTNVMAAAAJ
Hotlan Siagian Msc,,649,,,,,,
Hsiu Liu Chou,,650,,,,,,
Huriah,,651,,,,,,
Hurijanto Koentjoro,,652,,,,,,
I Gede Agus Widyadana,,653,,,,,,
I Gusti Ngurah Ardana,,654,,,,,,
I Gusti Ngurah Satriyadi H,,655,,,,,,
I Gusti Ngurah Wirawan,,656,,,,,,
I Gusti Nyoman Sulendra,,657,,,,,,
I Made Arya Djoni,,658,,,,,,
I Made Krisna M Santika,,659,,,,,,
I Made Narsa,,660,,,,,,
I Nengah Sudika N,,661,,,,,,
I Nyoman Adi Tiaga,,662,,,,,,
I Nyoman Mantra Fandy,,663,,,,,,
I Nyoman Sutantra,,664,,,,,,
I Nyoman Sutapa,,665,,,,,,
I Wayan Swandi,,666,,,,,,
Ian Hardianto,,667,,,,,,
Ian Hardianto Siahaan,HZChaaIAAAAJ,668,,"Lecturer of Sustainable Mechanical Engineering & Design Program, Petra Christian …",@petra.ac.id,Mechanical Engineering;Automotive Technology;Hydraulics and Pneumatics;Robust Design,204,https://scholar.google.com/citations?view_op=medium_photo&user=HZChaaIAAAAJ
Ibnu Gunawan,,669,,,,,,
Ichwan Arifin,,670,,,,,,
Idham Khalik Purba,,671,Idham Khalid Purba,,,,,
Ido Prijana Hadi,,672,,,,,,
Idrus Alkaf,,673,,,,,,
Ika Damajanti,,674,,,,,,
Ilse Trouda Hilliard,,675,,,,,,
Ima Muljati Ginsar,,676,,,,,,
Imam Isnaini,,677,,,,,,
Imam Syakir,,678,,,,,,
Iman Subekti S.Pd,,679,,,,,,
Imelda Novita Ekawati,,680,,,,,,
Imelda Rambu H. Ndjoeroemana,,681,,,,,,
Indar Sugiarto,nQr4VywAAAAJ,682,,"Petra Christian University, Technische Universität München, The University of Manchester",@ieee.org,Reconfigurable Computing;Cognitive Intelligence;Robotics;Machine Learning;Brain-Computer Interface,970,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=nQr4VywAAAAJ&citpid=2
Indarto,,683,,,,,,
Indra Pujianto Santoso,,684,,,,,,
Indriani,,685,,,,,,
Indriani Santoso,,686,,,,,,
Indriati Njoto Bisono,,687,,,,,,
Indro Setiawan,,688,,,,,,
Indro Tjahjono,,689,,,,,,
Ing Victor,,690,,,,,,
Ing. J. J.E. Mastbroek,,691,,,,,,
Inggrid,56SC1wIAAAAJ,692,,Petra Christian University,@petra.ac.id,Labor Economics;Impact Evaluation;Development Economics,49,https://scholar.google.com/citations?view_op=medium_photo&user=56SC1wIAAAAJ
Inri Inggrit Indrayani,1yQCqi4AAAAJ,693,,"Assistant Professor, Petra Christian University",@petra.ac.id,Public relations;Organizational Communication;Political Communication,633,https://scholar.google.com/citations?view_op=medium_photo&user=1yQCqi4AAAAJ
Ir. Handoko Sugiharto,H_hVTyAAAAAJ,694,,Petra Christian University,@petra.ac.id,Concrete technology,171,https://scholar.google.com/citations?view_op=medium_photo&user=H_hVTyAAAAAJ
Irma Dewi Tantio,,695,,,,,,
Irwan Budisetiawan,,696,,,,,,
Irwan Dardana,,697,,,,,,
Irwan Kristanto J,,698,,,,,,
Irwan Kristanto Julistiono,,699,,,,,,
Irwan Sahli,,700,,,,,,
Irwan Santoso,,701,,,,,,
Irwan Tjandra Tanuadji,,702,,,,,,
Is Yuniarto,,703,,,,,,
Iskandar Zulkarnain,,704,,,,,,
Ismael Setiawan,,705,,,,,,
Istiawati Kiswandono,,706,,,,,,
Ivan Arli K,,707,,,,,,
Ivan Christian Hernando,,708,,,,,,
Ivan Widiyanto S.Kom,,709,,,,,,
Ivana Sanjaya,,710,,,,,,
Ivonne,,711,,,,,,
Ivonne Muliawati Harsono,UNajjYkAAAAJ,712,,Petra Christian University,@petra.ac.id,Asian Cinema;Literature;Philosophy;Women and Gender Studies,2,https://scholar.google.com/citations?view_op=medium_photo&user=UNajjYkAAAAJ
Iwan Halim Sahputra,,713,,,,,,
Iwan Handoyo Putro,D6-QWk0AAAAJ,714,,Petra Christian University,@petra.ac.id,Educational Technology,64,https://scholar.google.com/citations?view_op=medium_photo&user=D6-QWk0AAAAJ
Iwan Natawijaya,,715,,,,,,
Iwan Njoto Sandjaja,,716,,,,,,
Iwan Triyuwono,,717,,,,,,
J. Barnhard,,718,,,,,,
J. L.G. (Hans) Engbers,,719,,,,,,
J. Loekito Kartono,,720,,,,,,
J. Lubi,,721,,,,,,
J. Malonda,,722,,,,,,
J. Petrus Sugiarto,,723,,,,,,
J. Van Leeuwen,,724,,,,,,
Jack R. Lumanauw,,725,,,,,,
Jack Zijlmans,,726,,,,,,
Jacky Cahyadi,,727,,,,,,
Jacob Iskandar,,728,,,,,,
Jacobus Parayogo,,729,,,,,,
Jake De Oude,,730,,,,,,
Jandy Edipson Luik,,731,,,,,,
Jandy Luik,Z2nTDq8AAAAJ,732,,"Associate Professor, Petra Christian University, Indonesia",@petra.ac.id,Media and Communication;Creative Communication;New Media and Communication,368,https://scholar.google.com/citations?view_op=medium_photo&user=Z2nTDq8AAAAJ
Janet Van Der Veen,,733,,,,,,
Jani Rahardjo,FAPOP8oAAAAJ,734,,"Industrial Engineering, Petra Christian University, Surabaya, Indonesia",@petra.ac.id,Quality System;Process Development,515,https://scholar.google.com/citations?view_op=medium_photo&user=FAPOP8oAAAAJ
Januar Budiman,,735,,,,,,
Januar Buntoro,,736,,,,,,
Januar Heryanto,,737,,,,,,
Jean F Poillot,,738,,,,,,
Jean F. Poillot,,739,,,,,,
Jean Francois Poillot,,740,,,,,,
Jean Luc Etienne,,741,,,,,,
Jeffrey Van Dijk,,742,,,,,,
Jelle Oosterkamp,,743,,,,,,
Jenny M. Djundjung,,744,,,,,,
Jenny Magdalena Gani,,745,,,,,,
Jenny Mochtar Djundjung,,746,,,,,,
Jentje Susilo,,747,,,,,,
Jermias Marthinus Patty,,748,,,,,,
Jeroen Blanken,,749,,,,,,
Jessica Nondolesmono,,750,,,,,,
Jimmy Chandra,acwyioMAAAAJ,751,,Petra Christian University,@petra.ac.id,Structural Engineering,141,https://scholar.google.com/citations?view_op=medium_photo&user=acwyioMAAAAJ
Jimmy Nurdi Kusuma Priatman,,752,,,,,,
Jimmy Priatman,,753,,,,,,
Jintaek Seo,,754,,,,,,
Jitske Van Der Zwaag,,755,,,,,,
Joan Cane Rubies,,756,,,,,,
Job Musters,,757,,,,,,
Johan Adimarza,,758,,,,,,
Johanes Indrojono Suwono,,759,,,,,,
Johannes,,760,,,,,,
Johannes De Boer,,761,,,,,,
Johannes Kumala,,762,,,,,,
Johannes Lubi,,763,,,,,,
John G.Reinhart,,764,,,,,,
Johny Tjahjana,,765,,,,,,
Joko Lianto B,,766,,,,,,
Joko Purnomo,fZkiLdAAAAAJ,767,,"Petra Christian University, Surabaya, Indonesia",@petra.ac.id,rigid body spring model,76,https://scholar.google.com/citations?view_op=medium_photo&user=fZkiLdAAAAAJ
Jonathan Hendra Kusuma,,768,,,,,,
Jonathan R. Pagalan,,769,,,,,,
Joni Dewanto,,770,,,,,,
Jos Verhagen,,771,,,,,,
Josefa J. Mardijono,,772,,,,,,
Josefa Juniarti Madijono,,773,,,,,,
Josefa Juniarti Mardijono,,774,,,,,,
Josefa Mardijono,,775,,,,,,
Joseph Hendrata Pribadi,,776,,,,,,
Josephine,,777,,,,,,
Josua Tarigan,,778,,,,,,
"Josua Tarigan, , Cma, Csra, Cbv, Cfp",,779,,,,,,
"Josua Tarigan, Ph.D, Cma, Csra, Cbv, Cfp",-KoeN4wAAAAJ,780,,"Associate Professor, School of Business & Management, Petra Christian University",@petra.ac.id,,3726,https://scholar.google.com/citations?view_op=medium_photo&user=-KoeN4wAAAAJ
Joyce Laurens,NMmVJDcAAAAJ,781,,Petra Christian University,@peter.petra.ac.id,Architecture design;human behavior;semiotics,1182,https://scholar.google.com/citations?view_op=medium_photo&user=NMmVJDcAAAAJ
Joyce M.Laurens,,782,,,,,,
Joyce Martha Widjaya,,783,,,,,,
Joyce Yeung King Man,,784,,,,,,
Judy Djoko W. Tjahjo,,785,,,,,,
Judy Djoko Wahjono Tjahjo,,786,,,,,,
Julia Eka Rini,,787,,,,,,
Juliana Anggono,PQF8OD4AAAAJ,788,,"Associate Professor of Mechanical Engineering, Petra Christian University",@petra.ac.id,Synthesis of Ceramic Materials;Natural Fibre Composites,988,https://scholar.google.com/citations?view_op=medium_photo&user=PQF8OD4AAAAJ
Juliana Caesaria Tandung,xlsviykAAAAJ,789,,Petra Christian University - Indonesia,@petra.ac.id,Human Resource Management;Organizational Behavior;Work-Life Balance;Burnout;Cross Cultural Communication,72,https://scholar.google.com/citations?view_op=medium_photo&user=xlsviykAAAAJ
Juliana Wijaya,,790,,,,,,
Julianingsih,,791,,,,,,
Julio Andryanto,,792,,,,,,
Julistiono Handojo,,793,,,,,,
Julius Sentosa,yd281dwAAAAJ,794,,Petra Christian University,@petra.ac.id,Distribution and Installation of Electric Power;Power Quality,170,https://scholar.google.com/citations?view_op=medium_photo&user=yd281dwAAAAJ
Julius Sentosa Setiadji,,795,,,,,,
Juliuska Sahertian,,796,,,,,,
Juniarti,-30OXPwAAAAJ,797,,School of  Business and Management-Petra Christian University,@petra.ac.id,Financial Accounting;Family Ownership;GCG;Sustainability Issues,804,https://scholar.google.com/citations?view_op=medium_photo&user=-30OXPwAAAAJ
Justinus Andjarwirawan,WBIAGksAAAAJ,798,,Petra Christian University,@petra.ac.id,Computer Networks;Web Technology;Open Source Technology;Mobile Applications,601,https://scholar.google.com/citations?view_op=medium_photo&user=WBIAGksAAAAJ
Jusuf Imam Ibrahim,,799,,,,,,
K. S.Hu,,800,,,,,,
K. W. Van Der Hoek,,801,,,,,,
K. Y. Wong,,802,,,,,,
Kapten Laut Widiantoro,,803,,,,,,
Kardi Teknomo,,804,,,,,,
Karina Agustin,d31d0R4AAAAJ,805,,"Lecturer of Industrial Engineering, Petra Christian University",@petra.ac.id,data mining,41,https://scholar.google.com/citations?view_op=medium_photo&user=d31d0R4AAAAJ
Kartika Bayu Primasanti,zObDtDAAAAAJ,806,,"Lecturer of Teacher Education Department, Petra Christian University",@petra.ac.id,early childhood study;child biblical counseling,65,https://scholar.google.com/citations?view_op=medium_photo&user=zObDtDAAAAAJ
Kartika Gunadi,,807,,,,,,
Kasiyanto,,808,,,,,,
Ke Jian,,809,,,,,,
Kin Yu Wong,,810,,,,,,
Klaas Weirsma,,811,,,,,,
Koesno,,812,,,,,,
Koos Held,,813,,,,,,
Kosen T,,814,,,,,,
Kresnayana Yahya,,815,,,,,,
Krisdianto Anggijono,,816,,,,,,
Krisna Wahyudi,,817,,,,,,
Kristiana Asih Damayanti,,818,,,,,,
Kristo Radion Purba S.St,,819,,,,,,
Kriswanto Widiawan,kd4vOZMAAAAJ,820,,"Industrial Engineering Department, Petra Christian University, Surabaya",@petra.ac.id,Entrepreneurship;Innovation,118,https://scholar.google.com/citations?view_op=medium_photo&user=kd4vOZMAAAAJ
Kuo,,821,,,,,,
Kurniawan Susanto,3R2-WQYAAAAJ,822,,Petra Christian University,@petra.ac.id,Civil Engineering;High Rise Building;Computational Intelligence,0,https://scholar.google.com/citations?view_op=medium_photo&user=3R2-WQYAAAAJ
Lady Joanne Tjahyana,WQjY83oAAAAJ,823,,"Lecturer of Communication Sciences Department, Petra Christian University",@petra.ac.id,Multimedia;Design;& Communication,201,https://scholar.google.com/citations?view_op=medium_photo&user=WQjY83oAAAAJ
Laksmi Kusuma Wardani,,824,,,,,,
Lanny Herawati,,825,,,,,,
Lany Wardana,,826,,,,,,
Lasiman,,827,,,,,,
Laurent Eschenauer,,828,,,,,,
Lauw Lim Un Tung,,829,,,,,,
Lawrence Januar,,830,,,,,,
Lely B. Tedjakusuma,,831,,,,,,
Lely Tedjakusuma,,832,,,,,,
Leni Christalbella,,833,,,,,,
Leniwati Slamet,,834,,,,,,
Lenny Tendean,,835,,,,,,
Leo Indra,,836,,,,,,
Leo Irwan Sugianto,,837,,,,,,
Leo Willyanto Santoso,M_XCMAwAAAAJ,838,,Petra Chiristian University,@petra.ac.id,,1101,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=M_XCMAwAAAAJ&citpid=4
Leonid Julivan Rumambi,,839,,,,,,
Lesly Tanizar,,840,,,,,,
Lestari Sugiantoro,,841,,,,,,
Li Changping,,842,,,,,,
Li Li,,843,,,,,,
Li Yuemin,,844,,,,,,
Liana Puspita,,845,,,,,,
Lianto,26mVBdUAAAAJ,846,,"Petra Christian University, Universitas Kristen Petra",@petra.ac.id,Management;Finance,20,https://scholar.google.com/citations?view_op=medium_photo&user=26mVBdUAAAAJ
Liauw Toong Tjiek,7Qrh3IkAAAAJ,847,,"Lecturer & Librarian, Petra Christian University",@petra.ac.id,Digital Libraries;Institutional Repositories;Open Access;Scholarly Communications;Research,193,https://scholar.google.com/citations?view_op=medium_photo&user=7Qrh3IkAAAAJ
Lie Arijanto,,848,,,,,,
Liejanto Wijaya,,849,,,,,,
Liem Edwin Limanto,,850,,,,,,
Liem Pei Fun,,851,,,,,,
Liem Satya Limanta,ZnvliG0AAAAJ,852,,"English Department, Petra Christian University",@petra.ac.id,Poetry;Film;Cultural Studies,234,https://scholar.google.com/citations?view_op=medium_photo&user=ZnvliG0AAAAJ
Liem Yenny Bendatu,,853,,,,,,
Liliana,,854,,,,,,
Liliana .,0piCBRQAAAAJ,855,,"Informatic Lecturer, Petra Christian University",@petra.ac.id,Teknologi Game;Computer Graphics;Computer Vision,293,https://scholar.google.com/citations?view_op=medium_photo&user=0piCBRQAAAAJ
Liliana Prajoga,,856,,,,,,
