name,scholar_id,dewey_id,original_names,affiliation,email_domain,interests,citedby,url_picture
-Ing.Victor Y. Risonarta,,1,,,,,,
A Hendro Purwoko,,2,,,,,,
A. B Lal,,3,,,,,,
A. H. M. Van Hooff,,4,,,,,,
A. Harbers,,5,,,,,,
A. J. Chen Tai,,6,,,,,,
A. Y. Setiawan,,7,,,,,,
Ab Lal,,8,,,,,,
Abbas A.Badib,,9,,,,,,
Abdul Rasyid,,10,,,,,,
Abdul Wahab,,11,,,,,,
Achmad Archajadi,,12,,,,,,
Achmad Ashari,,13,,,,,,
Achmad Benyamin,,14,,,,,,
Achmad Faizin,,15,,,,,,
Ad Maas,,16,,,,,,
Adelina Proboyo,,17,,,,,,
Adeline,,18,,,,,,
Adeste Adipriyanti,,19,,,,,,
Adhityawati Kusumawardani S. E. Msc,,20,,,,,,
Adhityawati Kusumawardhani,uDexHokAAAAJ,21,,Petra Christian University,@petra.ac.id,,38,https://scholar.google.com/citations?view_op=medium_photo&user=uDexHokAAAAJ
Adi Santosa,,22,,,,,,
"Adi Santosa, Maarch",,23,,,,,,
Adi Saputra Nugraha,,24,,,,,,
Adi Satria Kurniawan,,25,,,,,,
Adi Wibowo,_Byz_9wAAAAJ,26,,Petra Christian University,@petra.ac.id,Semantic Web;Knowledge Management;Enterprise Architecture,205,https://scholar.google.com/citations?view_op=medium_photo&user=_Byz_9wAAAAJ
Adi Widiadi,,27,,,,,,
Adiel Yuwono,,28,,,,,,
Aditya Andreani,,29,,,,,,
Aditya Umbu Tana Amah,,30,,,,,,
Adrian Wibisono,,31,,,,,,
Adriana Aprilia,,32,,,,,,
Adrienn Eros,,33,,,,,,
Advances In Civil Engineering And Sustainable Architecture,1xE-gJYAAAAJ,34,,Petra Christian University,@petra.ac.id,,73,https://scholar.google.com/citations?view_op=medium_photo&user=1xE-gJYAAAAJ
Adwin Surja Atmadja,,35,,,,,,
Afandi Saleh,,36,,,,,,
Affandi Saleh,,37,,,,,,
Afian Setyanto,,38,,,,,,
Afra Willems,,39,,,,,,
Agievianthi,,40,,,,,,
Agoes Tinus Lis Indrianto,,41,,,,,,
Agung Harianto,oLUGrT0AAAAJ,42,,petra christian university,@petra.ac.id,,373,https://scholar.google.com/citations?view_op=medium_photo&user=oLUGrT0AAAAJ
Agung Hariyanto,,43,,,,,,
Agung Haryono,,44,,,,,,
Agung Riyadi Purwanta,,45,,,,,,
Agus Adhisetiono Sutanto,,46,,,,,,
Agus Arianto Toly,GwClxjoAAAAJ,47,,"Lecturer of Tax Accounting, Petra Christian University",@petra.ac.id,Tax;Finance;and Financial Accounting,1204,https://scholar.google.com/citations?view_op=medium_photo&user=GwClxjoAAAAJ
Agus Dwi Hariyanto,,48,,,,,,
Agus Efendi,,49,,,,,,
Agus Hidayat,,50,,,,,,
Agus Mulyanto,,51,,,,,,
Agus Santoso,,52,,,,,,
Agus Widodo,,53,,,,,,
Agus Wijayanto A,,54,,,,,,
Agusly Irawan Aritonang,,55,,,,,,
Agustinus Noertjahyana,PdkyLoYAAAAJ,56,,Petra Christian University,@petra.ac.id,Computer Network;Business Intelligence;Security,901,https://scholar.google.com/citations?view_op=medium_photo&user=PdkyLoYAAAAJ
Agustinus Nugroho,,57,,,,,,
Ahmad Adib,,58,,,,,,
Ajeng Dyah Puspitasari,,59,,,,,,
Ajeng Putri Palupi,,60,,,,,,
"Alan Darmasaputra, Se, Mpacc., Mbus",,61,,,,,,
"Alan Darmasaputra, Se, Mpacc., Mbus.",6Z2HXQEAAAAJ,62,,Petra Christian University,@petra.ac.id,Accounting,11,https://scholar.google.com/citations?view_op=medium_photo&user=6Z2HXQEAAAAJ
Albert J. Soehardjo,,63,,,,,,
Albert Kuncoro,,64,,,,,,
Albert Ter Harmsel,,65,,,,,,
Albertus L S,,66,,,,,,
Alejandro Moreno Celleri,,67,,,,,,
Aleksandar Terziev,,68,,,,,,
Aletheia Threskeia,sj-VORoAAAAJ,69,,Petra Christian University,@petra.ac.id,,10,https://scholar.google.com/citations?view_op=medium_photo&user=sj-VORoAAAAJ
Alex Van Den Born,,70,,,,,,
Alexander,,71,,,,,,
Alexander Christian,,72,,,,,,
Alexander Dionysius W,,73,,,,,,
Alexander Handoyo,,74,,,,,,
Alexander Muylaert,,75,,,,,,
Alexander Setiawan,-UEzfB0AAAAJ,76,,Associate Professor of Informatics Department Petra Christian University,@petra.ac.id,Information System;Business Intelligence;Software Engineering,816,https://scholar.google.com/citations?view_op=medium_photo&user=-UEzfB0AAAAJ
Alexandri Luthfi R,,77,,,,,,
Ali Djamhuri,,78,,,,,,
Alie Handojo,,79,,,,,,
Alin Kristina,,80,,,,,,
Alpin Gadman Markali S. S,,81,,,,,,
Altrerosje Asri,,82,,,,,,
Alvin Julianto,,83,,,,,,
Alvin Nathaniel Tjondrowiguno,,84,,,,,,
Alvin Raditya,,85,,,,,,
Alvin Raditya Sutopo,,86,,,,,,
Alvin Tjondrowiguno,,87,,,,,,
Ambrosius Matthew Junius Reynaldo,uXqR_dIAAAAJ,88,,"Petra Christian University, Surabaya, Indonesia",@petra.ac.id,Civil Engineering;Construction Management;Optimization in Civil Engineering,5,https://scholar.google.com/citations?view_op=medium_photo&user=uXqR_dIAAAAJ
Amelia,,89,,,,,,
Amelia Anggono,,90,,,,,,
Amelia Sidik,,91,,,,,,
Amelia Sugondo,6RUt-eUAAAAJ,92,,Petra Christian University,@petra.ac.id,mechanical engineering,175,https://scholar.google.com/citations?view_op=medium_photo&user=6RUt-eUAAAAJ
Amin Nusa,,93,,,,,,
Anang Tri Wahyudi,,94,,,,,,
Anastasia,,95,,,,,,
Andereas Pandu Setiawan,GyIzG5MAAAAJ,96,,"Interior Design, Petra Christian University",@petra.ac.id,Interior Design. Material;Ecology,280,https://scholar.google.com/citations?view_op=medium_photo&user=GyIzG5MAAAAJ
Andhi Wijaya,,97,,,,,,
Andi,Ki-i9fQAAAAJ,98,,"PhD, Petra Christian University",@petra.ac.id,Construction Management,616,https://scholar.google.com/citations?view_op=medium_photo&user=Ki-i9fQAAAAJ
Andi Siandika,,99,,,,,,
Andi Widjaja,,100,,,,,,
Andini Emiati,,101,,,,,,
Andojo Ongkodjojo,,102,,,,,,
Andre Edfan Robin,,103,,,,,,
Andre Gunawan,,104,,,,,,
Andre Postma,,105,,,,,,
Andreas Bastedo,,106,,,,,,
Andreas Eko Widiatmoko,,107,,,,,,
Andreas Handojo,KUbgSxQAAAAJ,108,,Petra Christian University,@petra.ac.id,Supply Chain Management;Big Data;Decision Support System;Mobile Computing,875,https://scholar.google.com/citations?view_op=medium_photo&user=KUbgSxQAAAAJ
Andreas Soebagio,,109,,,,,,
Andreaz N Budi,,110,,,,,,
Andri Judhianto,,111,,,,,,
Andri Subandria,,112,,,,,,
Andrian Dektisa Hagijanto,,113,,,,,,
Andy Denz,,114,,,,,,
Andy Febrico Bintoro,,115,,,,,,
Andy Nugroho,,116,,,,,,
Andy Setiabudi,,117,,,,,,
Ang Harry Tjahjono,,118,,,,,,
Angela Christysonia Tampubolon,uzMrbfwAAAAJ,119,,Petra Christian University,@petra.ac.id,,196,https://scholar.google.com/citations?view_op=medium_photo&user=uzMrbfwAAAAJ
Angela Jasmine Tanya Tjahyana,,120,,,,,,
Angela Mieke Dewi,,121,,,,,,
Angie Elaine Breneman,,122,,,,,,
Angsoka Yorintha Paundralingga,,123,,,,,,
Ani Wijayanti Suhartono,yi67k28AAAAJ,124,,"Lecturer Visual Communication Design, Petra Christian University",@petra.ac.id,Media Studies;Enterpreneurship,161,https://scholar.google.com/citations?view_op=medium_photo&user=yi67k28AAAAJ
Aniek Rakhmawati,,125,,,,,,
Aniendya Christianna,ie4hkKIAAAAJ,126,,PETRA CHRISTIAN UNIVERSITY,@petra.ac.id,CULTURAL STUDIES;ART DESIGN;GENDER,206,https://scholar.google.com/citations?view_op=medium_photo&user=ie4hkKIAAAAJ
Anies Hannawati,,127,,,,,,
Anik Juniwati,ZxLMXwMAAAAJ,128,,"Lecture, Petra Christian University",@petra.ac.id,building thermal;building technology,123,https://scholar.google.com/citations?view_op=medium_photo&user=ZxLMXwMAAAAJ
Anik Rakhmawati,,129,,,,,,
Anita Angelica Kresno Widjojo,,130,,,,,,
Anita Lie,,131,,,,,,
Anita Nathania,,132,,,,,,
Anita Nathania Purbowo,,133,,,,,,
Anita Nusantari,,134,,,,,,
Anita Sylvia Carolina,,135,,,,,,
Anjanette Michelle,,136,,,,,,
Anne Edward,,137,,,,,,
Anne Klarenbeek Med,,138,,,,,,
Anne Marie Van Seters,,139,,,,,,
Anneke Heritaningsih Tupan,,140,,,,,,
Anthimos Georgiou,,141,,,,,,
Antoinette Little,,142,,,,,,
Anton Winarko,,143,,,,,,
Antoni,,144,,,,,,
Antoni Antoni,GJ1hgyYAAAAJ,145,,Petra Christian University,@petra.ac.id,concrete;fly ash;high calcium fly ash;geopolymer;low cement,1095,https://scholar.google.com/citations?view_op=medium_photo&user=GJ1hgyYAAAAJ
Antonius Gurito,,146,,,,,,
Antonius Hendro P,,147,,,,,,
Ardi Kanaka,,148,,,,,,
Ari Joewono,,149,,,,,,
Arie De Weerd,,150,,,,,,
Arie Wirawan Margono,,151,,,,,,
Arief Agung S,,152,,,,,,
Arief Agung Suwasono,,153,,,,,,
Arief Agung Swasono,,154,,,,,,
Arief Setyawan,,155,Arief Setiawan,,,,,
Arifin,,156,,,,,,
Ario Wibisono,,157,,,,,,
Aris Budhiyanto,,158,,,,,,
"Aris Budhiyanto St, M.Sc",,159,,,,,,
"Aris Budhiyanto St, M.Sc., Ph.D.",_jcTAasAAAAJ,160,,Petra Christian University,@petra.ac.id,building science;sustainable architecture;building simulation;green architecture,48,https://scholar.google.com/citations?view_op=medium_photo&user=_jcTAasAAAAJ
Aris Soedibjo,,161,,,,,,
Aristarchus,,162,,,,,,
Aristarchus Pranayama Kuntjara,c0JbdsEAAAAJ,163,,Petra Christian University,@petra.ac.id,art;visual communication design;creative digital media,8,https://scholar.google.com/citations?view_op=medium_photo&user=c0JbdsEAAAAJ
Aristarchus Pranayana,,164,,,,,,
Arjen Krawinkel,,165,,,,,,
Arlinah Imam Rahardjo,,166,,,,,,
Aznar Zacky,,167,Asnar Zacky,,,,,
Asrul Amar,,168,,,,,,
Ass. . Yan,,169,,,,,,
Asst. . David Mrugala,,170,,,,,,
Asthararianty,,171,,,,,,
Astrella Phelia,,172,,,,,,
Astri Yogatama,,173,,,,,,
Astri Yogatama Sigilipoe,h88rlUsAAAAJ,174,,Petra Christian University,@petra.ac.id,organizational communication;sociology;public relations;communication management,98,https://scholar.google.com/citations?view_op=medium_photo&user=h88rlUsAAAAJ
Augustinus Simanjuntak,jsLRwaYAAAAJ,175,,Petra Christian University,@petra.ac.id,Business Law and Ethics,94,https://scholar.google.com/citations?view_op=medium_photo&user=jsLRwaYAAAAJ
Aylanda Hidayati Dwi Nugroho,82GWZwwAAAAJ,176,,"English Department, Petra Christian University",@petra.ac.id,English;Linguistics;Critical Discourse Analysis;News Analysis;Media,144,https://scholar.google.com/citations?view_op=medium_photo&user=82GWZwwAAAAJ
Ayu Widhi,,177,,,,,,
Azwan Wono,,178,,,,,,
B Suparto,,179,,,,,,
B. H.W. Hadikusumo,,180,,,,,,
Bagus Saksono,,181,,,,,,
Balgum Song,,182,,,,,,
Bambang H,,183,,,,,,
Bambang Haryadi,,184,,,,,,
Bambang Hermanto,,185,,,,,,
Bambang Irawan,,186,,,,,,
Bambang Mardiono,,187,,,,,,
Bambang Mega Arijanto,,188,,,,,,
Bambang Sukoaji,,189,,,,,,
Bambang Suparijanto,,190,,,,,,
Bambang Wyanto,,191,,,,,,
Barbara Hopwood,,192,,,,,,
Barbara Molendijk,,193,,,,,,
Bart Delvaux,,194,,,,,,
Baskoro,,195,,,,,,
Baskoro S. Banindro,,196,,,,,,
Baskoro Suryo Banindro,,197,,,,,,
Bedjo Riyanto,,198,,,,,,
Bekti,,199,,,,,,
Bemly Hartman,,200,,,,,,
Bena Khristiana Vania,,201,,,,,,
Benedictus J,,202,,,,,,
Benedictus Rahardjo . M. B.A,,203,,,,,,
Benidictus Jobeanto,,204,,,,,,
Benjamin Fleming Intan,,205,,,,,,
Benjamin Hadisurya,,206,,,,,,
Benyamin Lumantarna,iNrlHPUAAAAJ,207,Benjamin Lumantarna,"Professor of Civil Engineering, Petra Christian University",@petra.ac.id,Earthquake Engineering;Structural Analysis,220,https://scholar.google.com/citations?view_op=medium_photo&user=iNrlHPUAAAAJ
Benny Liman Hadi,,208,,,,,,
Benny Mangoting,,209,,,,,,
Benny Permata Soegiono,,210,,,,,,
Benny Poerbantanoe,,211,,,,,,
Benyamin H,,212,,,,,,
Benyamin Rahardjo,,213,,,,,,
Bergmans,,214,,,,,,
Bernadeth Febyola Linando,,215,,,,,,
Bernadette D. A. Maer,,216,,,,,,
Bernadette Dian A. M,,217,,,,,,
Bernadette Dian Arini M,,218,,,,,,
Bernadette Dian Arini Maer,,219,,,,,,
Bernadette Maer,,220,,,,,,
Bernard Van Den Berg,,221,,,,,,
Bernardinus Bambang,,222,,,,,,
Bernardo Nugroho Yahya,,223,,,,,,
Berry Van Der Wijst,,224,,,,,,
Bert Van Gestel,,225,,,,,,
Biddy Taylor,,226,,,,,,
Bindut Purnomo,,227,,,,,,
Bing Bedjo Tanudjaja,22Tg59IAAAAJ,228,,"Assistant Professor, Petra Christian University",@petra.ac.id,Visual Communication Design;Cultural Studies,463,https://scholar.google.com/citations?view_op=medium_photo&user=22Tg59IAAAAJ
Bintoro,,229,,,,,,
Birgitta Carla Sutanto,,230,,,,,,
Bisatya Widadya Maer,,231,,,,,,
Biyanto,,232,,,,,,
Bob Jan Ten Cate,,233,,,,,,
Bobby O. P. Soepangkat,,234,,,,,,
Bram Michael Wayne,,235,,,,,,
Bramantijo,,236,,,,,,
Bramantyo,,237,,,,,,
Bramasta Putra Redyantanu,3yEeFKYAAAAJ,238,,Petra Christian University,@petra.ac.id,architectural design,47,https://scholar.google.com/citations?view_op=medium_photo&user=3yEeFKYAAAAJ
Brian Downey,,239,Brian Downe,,,,,
Bryan Widarno,,240,,,,,,
Budi Darma,,241,,,,,,
Budi Kurniawan,,242,,,,,,
Budi Lironny Ferry,,243,,,,,,
Budi Prasetyadi,,244,,,,,,
Budi Purwiyanto,,245,,,,,,
Budi Setiawan,,246,,,,,,
Budi Setyorahardjo,,247,Budi Setiorahardjo,,,,,
Budi Setiyono,,248,,,,,,
Budi Utomo K. W,,249,,,,,,
Budianto,,250,,,,,,
Budiman Christiananta,,251,,,,,,
Budiman Proboyo,,252,,,,,,
Budisetyono Tedjakusuma,,253,,,,,,
Bunawi Gunawidjaja,,254,,,,,,
Burhan Bungin,,255,,,,,,
C. Y. Hsii,,256,,,,,,
Camelia Kusumo,,257,,,,,,
Candra Wahyudi,,258,,,,,,
Caroline Chan,,259,,,,,,
Caroline Widjoyo (Clt Per Jan/08),,260,,,,,,
Carolyn Braaksma,,261,,,,,,
Carrie-Ann Bruehlmann,,262,,,,,,
Casper Schellekens,,263,,,,,,
Cees Helder,,264,,,,,,
Celine Junika,,265,,,,,,
Celline Junica,,266,,,,,,
Celline Junica Pradjonggo,,267,,,,,,
Chandra Pratama Setiawan,mvdItQ8AAAAJ,268,,"Librarian, Petra Christian University",@petra.ac.id,Library;cataloguing;library as place;library marketing;corporate social responsibility of university …,0,https://scholar.google.com/citations?view_op=medium_photo&user=mvdItQ8AAAAJ
Chandra Udayana,_7-vXJsAAAAJ,269,,Petra Christian University,@peter.petra.ac.id,biblical theology;biblical worldview;christian ethics,0,https://scholar.google.com/citations?view_op=medium_photo&user=_7-vXJsAAAAJ
Chang Hsin Ping B. A,,270,,,,,,
Chao Shan Hua,,271,,,,,,
Chau Lun Ip,,272,,,,,,
Chen,,273,,,,,,
Chen Shu,,274,,,,,,
Cherry Galatia Ballangan,,275,,,,,,
Cherry Hadikusumo,,276,,,,,,
Cherry.L.Hadikusumo,,277,,,,,,
Chi-Hung Chi,,278,,,,,,
Chory Angela Wijayanti,AeSliaUAAAAJ,279,,Petra Christian University,@petra.ac.id,Broadcast/Television Journalism,200,https://scholar.google.com/citations?view_op=medium_photo&user=AeSliaUAAAAJ
Chris Vrolings,,280,,,,,,
Christian,,281,,,,,,
Christian Purnama,,282,,,,,,
Christina Eviutami Mediastica,,283,,,,,,
Christina Rahardja,,284,,,,,,
Christine Wonoseputro,,285,,,,,,
Christine Yunita,,286,,,,,,
Christiono Utomo,,287,,,,,,
Christy Maria Sucahyo,,288,,,,,,
Cilcia Kusumastuti,,289,,,,,,
Cindy Muljosumarto,wdBlE4gAAAAJ,290,,"Lecturer of Visual Communication Design, Petra Christian University",@petra.ac.id,Branding;Advertising;Brand Communication,136,https://scholar.google.com/citations?view_op=medium_photo&user=wdBlE4gAAAAJ
Cindy Muljosumarto S.Sn,,291,,,,,,
Cindy Randa Atika,,292,,,,,,
Claudia Dika Ivana,,293,,,,,,
Claudina Milawati,,294,,,,,,
Cma Lannyawati,,295,,,,,,
Cok Gde Raka Swendra,,296,Cok Gde Raka Swandra,,,,,
Cok Gede Rai Padmanaba,,297,,,,,,
Cokorda Alit Artawan,,298,,,,,,
Connie Susilawati,,299,,,,,,
Cons. Tri Handoko,,300,,,,,,
Corrie Wolf-Guis,,301,,,,,,
Cyndy Yuanita,,302,,,,,,
Cynthia Yulita Wardayanti,,303,,,,,,
Cyntia Puspa Pitaloka,lUEh4G4AAAAJ,304,,Petra Christian University,@petra.ac.id,Public Health,5,https://scholar.google.com/citations?view_op=medium_photo&user=lUEh4G4AAAAJ
D.Waaiman A,,305,,,,,,
Dandy Barata S,,306,,,,,,
Dani Puspitasari,nKBpad4AAAAJ,307,,"Lecturer, Petra Christian University",@petra.ac.id,education;digital learning;TESOL;early childhood education;elementary teacher education,72,https://scholar.google.com/citations?view_op=medium_photo&user=nKBpad4AAAAJ
Daniel Bamford,,308,,,,,,
Daniel Budiana,YCc1kuYAAAAJ,309,,"Lecturer, Petra Christian University",@petra.ac.id,Film;Film Studies;Semiotic;Social Media;New Media,158,https://scholar.google.com/citations?view_op=medium_photo&user=YCc1kuYAAAAJ
Daniel Indarto Prajogo,,310,,,,,,
Daniel Iskandar,,311,,,,,,
Daniel Kurniawan,,312,,,,,,
Daniel Kurniawan Salomoon,,313,,,,,,
Daniel Laberge,,314,,,,,,
Daniel Rohi,,315,,,,,,
Daniel Sam Koster,,316,,,,,,
Daniel Tjandra,io79XMIAAAAJ,317,,Petra Christian University,@petra.ac.id,Geotechnical Engineering,481,https://scholar.google.com/citations?view_op=medium_photo&user=io79XMIAAAAJ
Daniel Trivellato,,318,,,,,,
Daniel Tyasmoko,,319,,,,,,
Daniel Zefania Pribadi,,320,,,,,,
Danny Prabowo Soetanto,,321,,,,,,
Danny S.Mintorogo,,322,,,,,,
Danny Santoso Mintorogo,,323,,,,,,
Danny Wibowo,,324,,,,,,
Darian Gunamardi,,325,,,,,,
Dario Rosidi,,326,,,,,,
Darsanto Prayogo,,327,,,,,,
David Bamford,,328,,,,,,
David Kelly,,329,,,,,,
David Kristianto,cj33DRMAAAAJ,330,,Petra Christian University,@petra.ac.id,Sosial Manajemen,18,https://scholar.google.com/citations?view_op=medium_photo&user=cj33DRMAAAAJ
David Leung,,331,,,,,,
David Pranata,,332,,,,,,
David Sundoro,,333,,,,,,
David Tan Kayogi,,334,,,,,,
David Wilson,,335,,,,,,
David Wiyono,,336,,,,,,
Dea Minerva,,337,,,,,,
Dea Minerva S.Ds,,338,,,,,,
Dean Charlos Padji Dogi,Lu2ZuioAAAAJ,339,,"Accounting Department, School of Business and Management, Petra Christian University",@petra.ac.id,Accounting;Finance;Fraud;Tax Avoidance,2,https://scholar.google.com/citations?view_op=medium_photo&user=Lu2ZuioAAAAJ
Debora Anne Y. A,,340,,,,,,
Debora Anne Yang Aysia,KXrEBfAAAAAJ,341,,Lecturer of Industrial Engineering Department Petra Christian University,@petra.ac.id,Work system design and ergonomic,88,https://scholar.google.com/citations?view_op=medium_photo&user=KXrEBfAAAAAJ
Deborah Christine Widjaja,JGQIW34AAAAJ,342,,"Lecturer of Hotel Management Program, Petra Christian University",@petra.ac.id,Organizational Development;Human Resource Management;Organizational Behavior;Hospitality,800,https://scholar.google.com/citations?view_op=medium_photo&user=JGQIW34AAAAJ
Deddi Duto Hartanto,,343,,,,,,
Deddy Setyawan,,344,,,,,,
Dedi Eko Herwanto,,345,,,,,,
Dedik S. Santoso,,346,,,,,,
Dedy Triyono,,347,,,,,,
Denis Dominanta,,348,,,,,,
Dennis Vossen,,349,,,,,,
Dennis Zwiers,,350,,,,,,
Denny Gunawan,,351,,,,,,
Deny Tri Ardianto,,352,,,,,,
Deny Tri Ardianto (47-286),,353,,,,,,
Desi Yoanita,HbEIEXIAAAAJ,354,,"Communication Science Dept., Petra Christian University",@petra.ac.id,Interpersonal Communication;Family Communication;Citizen Journalism;Framing Analysis,258,https://scholar.google.com/citations?view_op=medium_photo&user=HbEIEXIAAAAJ
Dessy Indah Sari Dinata,,355,,,,,,
Desy Suriana,,356,,,,,,
Desywati Rahardjo,,357,,,,,,
Detlef Wagenaar,,358,,,,,,
Devi Destiani Andilas,7qe_Se4AAAAJ,359,,"Program Creative Tourism, Petra Christian University",@petra.ac.id,Hospitality & Tourism Management,46,https://scholar.google.com/citations?view_op=medium_photo&user=7qe_Se4AAAAJ
Devie,ZmPbJo0AAAAJ,360,,"Associate Professor of strategic management accounting, Petra Christian University",@petra.ac.id,strategic management accounting;leadership;and strategy management,90,https://scholar.google.com/citations?view_op=medium_photo&user=ZmPbJo0AAAAJ
Devy Aswarie,,361,,,,,,
Dewi Astuti,,362,,,,,,
Dewi Pertiwi,,363,,,,,,
Dewi Rachmawati,,364,,,,,,
Dewi Setyowati,,365,,,,,,
Dharma Setyo Nugroho,,366,,,,,,
Dhyah Harjanti,FXOKpKIAAAAJ,367,,"Business Management Program, Petra Christian University",@petra.ac.id,Strategic Management;Business Management,830,https://scholar.google.com/citations?view_op=medium_photo&user=FXOKpKIAAAAJ
Diah Ayu Martengsari,,368,,,,,,
Diah Dharmayanti,,369,,,,,,
Dian Permata Sari,,370,,,,,,
Diana Thamrin,,371,,,,,,
Dibya Adipranata Hody,,372,,,,,,
Didied P. Affandy,,373,,,,,,
Didik Eko Prayitno,,374,,,,,,
Didik Wahjudi,qjkAD34AAAAJ,375,,"Associate Professor of Mechanical Engineering, Petra Christian University",@petra.ac.id,Remanufacturing;Circular Economy;Lean Manufacturing;Quality Management;Strategic Planning,367,https://scholar.google.com/citations?view_op=medium_photo&user=qjkAD34AAAAJ
Didik Wahyudianto,,376,,,,,,
Dinalia Widjaja,,377,,,,,,
Djati Nursuhud,,378,,,,,,
Djoko Yosef,,379,,,,,,
Djoni Chandra,,380,,,,,,
Djoni Haryadi Setiabudi,K8Ze1_QAAAAJ,381,,"Lektor Kepala Teknik Komputer, Universitas Kristen Petra",@petra.ac.id,E-business;Information System;Computer Architecture,431,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=K8Ze1_QAAAAJ&citpid=6
Djoni Widodo,,382,,,,,,
Djwantoro Hardjito,ih679EwAAAAJ,383,,"Professor, Petra Christian University, Indonesia",@petra.ac.id,Geopolymer;Construction Materials;Concrete;Fly Ash;Mortar,8329,https://scholar.google.com/citations?view_op=medium_photo&user=ih679EwAAAAJ
Doddy H.Sinambela,,384,,,,,,
Doddy Kurniawan,,385,,,,,,
Doddy Prayogo,Pon2Rx4AAAAJ,386,,"Petra Christian University, Surabaya, Indonesia",@petra.ac.id,Metaheuristics;Computational Intelligence;Data Mining;Civil Engineering;Construction Management,3904,https://scholar.google.com/citations?view_op=medium_photo&user=Pon2Rx4AAAAJ
Dodi Wondo Dipl. Ing,,387,,,,,,
Don Rozano,,388,,,,,,
Doni Budiono,,389,,,,,,
Donna M. Aditjipto,,390,,,,,,
Donni Budiono,,391,,,,,,
Donny Setya,,392,,,,,,
Dorothea Ervina,,393,,,,,,
Douwe Meetsma,,394,,,,,,
"Dr. Adi Santosa, Maarch",ockS_t8AAAAJ,395,,"Department of Interior Design, Petra Christian University",@petra.ac.id,History and Theory;Material Science;Construction;Furniture Design,260,https://scholar.google.com/citations?view_op=medium_photo&user=ockS_t8AAAAJ
Dr. Laksmi Kusuma Wardani,X9HFzXYAAAAJ,396,,"Petra Christian University, Surabaya, Indonesia",@petra.ac.id,interior design;design and culture;cultural heritage;art and design;product design,714,https://scholar.google.com/citations?view_op=medium_photo&user=X9HFzXYAAAAJ
Dr.Ido Prijana Hadi,SKfSCq0AAAAJ,397,,"Doctor of Communication Science, Petra Christian University",@petra.ac.id,Communication Science;Media and Journalism;Communication Theory;Qualitative Research;Radio Studies,1084,https://scholar.google.com/citations?view_op=medium_photo&user=SKfSCq0AAAAJ
Dudung Purwadi,,398,,,,,,
Dwi Budiman,,399,,,,,,
Dwi Retnaning Untari,,400,,,,,,
Dwi Setiawan,JPrwPfwAAAAJ,401,,"Assistant Professor of English, Petra Christian University",@petra.ac.id,Adaptation Studies;Literature on Screen,212,https://scholar.google.com/citations?view_op=medium_photo&user=JPrwPfwAAAAJ
Dwi Sutanto,,402,,,,,,
Dzinnu Roini,,403,,,,,,
E. A. Van Dijk,,404,,,,,,
E. B. Tedja,,405,,,,,,
E. Oetama Hardja,,406,,,,,,
"Eddy M. Sutanto, M.Sc",,407,,,,,,
Eddy Madiono Sutanto,,408,,,,,,
"Eddy Madiono Sutanto, M.Sc",,409,,,,,,
Eddy Sutanto,,410,,,,,,
Eddy Tjokrowisastro,,411,,,,,,
Eddy Yahya,,412,,,,,,
Edwin Ervanto Soelistyo,,413,,,,,,
Edwin Hoogeveen,,414,,,,,,
Edwin Japarianto,,415,,,,,,
Edy Henock Sutiadji,,416,,,,,,
Edy Iskanto,,417,,,,,,
Effendy Tanojo,,418,,,,,,
Ekadewi Anggraini Handoyo,SXZUyLYAAAAJ,419,,"Associate Professor of Mech. Eng., Petra Christian University",@petra.ac.id,Heat Transfer;Thermodynamics;Air Conditioning;solar thermal energy,481,https://scholar.google.com/citations?view_op=medium_photo&user=SXZUyLYAAAAJ
Eko A. B.Oemar,,420,,,,,,
Eko Ab Oemar,,421,,,,,,
Eko Janu Irianto,,422,,,,,,
Eko Nurmianto,,423,,,,,,
Eko Prasetyo,,424,,,,,,
Elisa Christiana,,425,,,,,,
Elisa Tjondro,nUgsEucAAAAJ,426,,Petra Christian University,@petra.ac.id,fiscal policy;financial accounting;accounting behavior;tax behavior;individual investment,512,https://scholar.google.com/citations?view_op=medium_photo&user=nUgsEucAAAAJ
Elisabeth Christine Yuwono,,427,,,,,,
Ellen Ruth Pantouw,,428,,,,,,
Elvina S. Wijaya,qn3mA30AAAAJ,429,,Petra Christian University,@petra.ac.id,Building Performance,19,https://scholar.google.com/citations?view_op=medium_photo&user=qn3mA30AAAAJ
Elvina Shanggrama Wijaya,,430,,,,,,
Ely Indratmanti,,431,,,,,,
Embran Nawawi,,432,,,,,,
Emeralda Ayu Kusuma,,433,,,,,,
Emmy Hosea,dBw1jloAAAAJ,434,,Petra Christian University,@petra.ac.id,Power System Analysis;Renewable Energy,91,https://scholar.google.com/citations?view_op=medium_photo&user=dBw1jloAAAAJ
Endang Setyati,,435,,,,,,
Endang Setyawati,,436,,,,,,
Endang Styati,,437,,,,,,
Endo Wijaya Kartika,-sZJOTUAAAAJ,438,,Petra Christian University,@petra.ac.id,,1064,https://scholar.google.com/citations?view_op=medium_photo&user=-sZJOTUAAAAJ
Endro,,439,,,,,,
Erandaru,,440,,,,,,
Eric Boer,,441,,,,,,
Erik H J D Van Der Schriek,,442,,,,,,
Erik H. J.D. Van Der Schriek,,443,,,,,,
Erina Sudaryati,,444,,,,,,
